Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Intensity	QCHeLa10ng_ColTT1_BackFlush_03 Intensity	QCHeLa10ng_ColTT1_BackFlush_05 Intensity	QCHeLa200pg_ColTT1_BackFlush_02 Intensity	QCHeLa200pg_ColTT1_BackFlush_03 Intensity	QCHeLa200pg_ColTT1_BackFlush_04 Intensity	QCHeLa10ng_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_05 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_04 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9NZB2|F120A_HUMAN	Q9NZB2	F120A_HUMAN	FAM120A	1118	Homo sapiens	1:Experimental evidence at protein level	Constitutive coactivator of PPAR-gamma-like protein 1	1.0	0.999	13	28	26	28	13	12	3	0	0	0	12	11	3	0	0	0	13	12	3	0	0	0	2.05216176E8	1.91325568E8	1.4584016E8	0.0	0.0	0.0	2.6946912E7	2.5564688E7	2.4893864E7	0.0	0.0	0.0	
sp|Q9NZD2|GLTP_HUMAN	Q9NZD2	GLTP_HUMAN	GLTP	209	Homo sapiens	1:Experimental evidence at protein level	Glycolipid transfer protein	0.9705	0.9986	1	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	9266379.0	9318433.0	1.0733261E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZD8|SPG21_HUMAN	Q9NZD8	SPG21_HUMAN	SPG21	308	Homo sapiens	1:Experimental evidence at protein level	Maspardin	0.8091	0.9893	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	8644662.0	8666311.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZE8|RM35_HUMAN	Q9NZE8	RM35_HUMAN	MRPL35	188	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L35, mitochondrial	0.8923	0.9945	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1.0527019E7	1.0092721E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZI8|IF2B1_HUMAN	Q9NZI8	IF2B1_HUMAN	IGF2BP1	577	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 1	1.0	0.999	12	24	24	31	11	9	4	0	0	0	11	9	4	0	0	0	14	12	5	0	0	0	1.1238152E8	8.43908E7	1.1404184E8	0.0	0.0	0.0	1.884588E7	2.0030176E7	1.9669326E7	0.0	0.0	0.0	
sp|Q9NZJ4|SACS_HUMAN	Q9NZJ4	SACS_HUMAN	SACS	4579	Homo sapiens	1:Experimental evidence at protein level	Sacsin	0.8242	0.9904	1	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	5135379.5	4.9745452E7	3.3922684E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZJ6|COQ3_HUMAN	Q9NZJ6	COQ3_HUMAN	COQ3	369	Homo sapiens	1:Experimental evidence at protein level	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	0.9488	0.9975	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	5498689.5	6262518.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZJ7|MTCH1_HUMAN	Q9NZJ7	MTCH1_HUMAN	MTCH1	389	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial carrier homolog 1	0.7276	0.9832	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZJ9|NUDT4_HUMAN	Q9NZJ9	NUDT4_HUMAN	NUDT4	180	Homo sapiens	1:Experimental evidence at protein level	Diphosphoinositol polyphosphate phosphohydrolase 2	0.732	0.9836	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2.3782576E8	2.08359552E8	3.46123584E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NZL4|HPBP1_HUMAN	Q9NZL4	HPBP1_HUMAN	HSPBP1	359	Homo sapiens	1:Experimental evidence at protein level	Hsp70-binding protein 1	1.0	0.999	8	26	26	26	9	8	6	2	1	0	9	8	6	2	1	0	9	8	6	2	1	0	1.45050272E8	1.13029216E8	1.47495792E8	4.6521576E7	2.0251008E7	0.0	3.1946266E7	3.0700836E7	3.7865888E7	2.6382046E7	0.0	0.0	
sp|Q9NZL9|MAT2B_HUMAN	Q9NZL9	MAT2B_HUMAN	MAT2B	334	Homo sapiens	1:Experimental evidence at protein level	Methionine adenosyltransferase 2 subunit beta	1.0	0.999	7	24	24	24	7	5	6	2	2	2	7	5	6	2	2	2	7	5	6	2	2	2	2.11130288E8	1.9804712E8	2.11075392E8	6.9881E7	7.140904E7	4.4362004E7	4.323202E7	4.1932172E7	4.3492436E7	4.1503792E7	4.2277612E7	0.0	
sp|Q9NZM1|MYOF_HUMAN	Q9NZM1	MYOF_HUMAN	MYOF	2061	Homo sapiens	1:Experimental evidence at protein level	Myoferlin	1.0	0.999	32	62	62	62	24	28	10	0	0	0	24	28	10	0	0	0	24	28	10	0	0	0	4.3257472E8	3.80328064E8	3.34321408E8	0.0	1.3292154E7	0.0	3.4193292E7	3.429554E7	3.428072E7	0.0	0.0	0.0	
sp|Q9NZM5|NOP53_HUMAN	Q9NZM5	NOP53_HUMAN	NOP53	478	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein NOP53	1.0	0.9989	4	7	7	7	3	4	0	0	0	0	3	4	0	0	0	0	3	4	0	0	0	0	3.1193718E7	3.1358994E7	2.0341104E7	0.0	0.0	0.0	1.2670746E7	1.2691189E7	1.1753491E7	0.0	0.0	0.0	
sp|Q9NZT2|OGFR_HUMAN	Q9NZT2	OGFR_HUMAN	OGFR	677	Homo sapiens	1:Experimental evidence at protein level	Opioid growth factor receptor	1.0	0.999	4	8	8	8	3	4	1	0	0	0	3	4	1	0	0	0	3	4	1	0	0	0	3.5398856E7	4.397276E7	3.2973552E7	0.0	0.0	0.0	1.4176485E7	1.4981516E7	1.3443246E7	0.0	0.0	0.0	
sp|Q9NZZ3|CHMP5_HUMAN	Q9NZZ3	CHMP5_HUMAN	CHMP5	219	Homo sapiens	1:Experimental evidence at protein level	Charged multivesicular body protein 5	1.0	0.9989	5	14	14	14	4	4	3	1	1	1	4	4	3	1	1	1	4	4	3	1	1	1	5.9135424E7	5.6783544E7	4.4124304E7	3.3877172E7	3.5859404E7	3.2061562E7	2.5341708E7	2.455278E7	2.3534342E7	0.0	0.0	0.0	
sp|Q9P000|COMD9_HUMAN	Q9P000	COMD9_HUMAN	COMMD9	198	Homo sapiens	1:Experimental evidence at protein level	COMM domain-containing protein 9	0.9999	0.9988	1	4	4	4	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	4712973.0	3979533.0	3557328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P003|CNIH4_HUMAN	Q9P003	CNIH4_HUMAN	CNIH4	139	Homo sapiens	1:Experimental evidence at protein level	Protein cornichon homolog 4	1.0	0.999	1	5	5	5	3	2	0	0	0	0	3	2	0	0	0	0	3	2	0	0	0	0	2.955342E7	3.4010368E7	1.2135766E7	0.0	0.0	0.0	1.2737874E7	1.5451849E7	7389789.0	0.0	0.0	0.0	
sp|Q9P013|CWC15_HUMAN	Q9P013	CWC15_HUMAN	CWC15	229	Homo sapiens	1:Experimental evidence at protein level	Spliceosome-associated protein CWC15 homolog	0.9732	0.9987	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	5403457.5	4412952.0	7065230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P015|RM15_HUMAN	Q9P015	RM15_HUMAN	MRPL15	296	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L15, mitochondrial	1.0	0.999	9	18	18	18	7	9	2	0	0	0	7	9	2	0	0	0	7	9	2	0	0	0	1.44101968E8	1.77929952E8	1.81056432E8	0.0	0.0	0.0	7.4320688E7	6.955556E7	8.2319144E7	0.0	0.0	0.0	
sp|Q9P016|THYN1_HUMAN	Q9P016	THYN1_HUMAN	THYN1	225	Homo sapiens	1:Experimental evidence at protein level	Thymocyte nuclear protein 1	0.8472	0.9918	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1.2200554E7	8359529.0	1.0297439E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P032|NDUF4_HUMAN	Q9P032	NDUF4_HUMAN	NDUFAF4	175	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	1.0	0.9984	4	12	12	12	4	5	3	0	0	0	4	5	3	0	0	0	4	5	3	0	0	0	4.44902E7	3.87044E7	4.6928364E7	0.0	0.0	0.0	1.5574112E7	1.360492E7	1.4462734E7	0.0	0.0	0.0	
sp|Q9P035|HACD3_HUMAN	Q9P035	HACD3_HUMAN	HACD3	362	Homo sapiens	1:Experimental evidence at protein level	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.0	0.999	5	21	21	21	4	4	5	2	3	3	4	4	5	2	3	3	4	4	5	2	3	3	3.09320608E8	2.88370208E8	2.96810176E8	1.54342816E8	1.469932E8	1.6130112E8	8.829752E7	8.1764408E7	8.1844032E7	9.3922456E7	8.9548352E7	9.774732E7	
sp|Q9P0J0|NDUAD_HUMAN	Q9P0J0	NDUAD_HUMAN	NDUFA13	144	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	1.0	0.9987	4	8	8	8	1	3	4	0	0	0	1	3	4	0	0	0	1	3	4	0	0	0	7.8096656E7	7.7737024E7	7.8343408E7	0.0	0.0	0.0	2.5289568E7	2.4600976E7	2.4481184E7	0.0	0.0	0.0	
sp|Q9P0L0|VAPA_HUMAN	Q9P0L0	VAPA_HUMAN	VAPA	249	Homo sapiens	1:Experimental evidence at protein level	Vesicle-associated membrane protein-associated protein A	1.0	0.999	13	72	65	72	20	21	16	5	5	5	19	19	14	4	5	4	20	21	16	5	5	5	7.2377818E8	8.4068736E8	9.8601882E8	4.98669344E8	5.15001696E8	3.8086112E8	1.581664E8	1.52562896E8	1.62249232E8	1.58362224E8	1.52936224E8	1.39708736E8	
sp|Q9P0M9|RM27_HUMAN	Q9P0M9	RM27_HUMAN	MRPL27	148	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L27, mitochondrial	1.0	0.999	2	6	6	6	2	3	1	0	0	0	2	3	1	0	0	0	2	3	1	0	0	0	3.1147404E7	3.105421E7	3.1775636E7	0.0	0.0	0.0	2.204033E7	2.1389858E7	2.218994E7	0.0	0.0	0.0	
sp|Q9P0V9|SEP10_HUMAN	Q9P0V9	SEP10_HUMAN	SEPTIN10	454	Homo sapiens	1:Experimental evidence at protein level	Septin-10	1.0	0.999	4	7	7	7	4	3	0	0	0	0	4	3	0	0	0	0	4	3	0	0	0	0	2.6604856E7	2.534869E7	2.5831016E7	0.0	0.0	0.0	1.2942142E7	1.2299893E7	1.2678313E7	0.0	0.0	0.0	
sp|Q9P253|VPS18_HUMAN	Q9P253	VPS18_HUMAN	VPS18	973	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 18 homolog	0.9737	0.9988	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1905586.9	2336483.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P258|RCC2_HUMAN	Q9P258	RCC2_HUMAN	RCC2	522	Homo sapiens	1:Experimental evidence at protein level	Protein RCC2	1.0	0.999	19	85	85	85	20	22	18	10	7	8	20	22	18	10	7	8	20	22	18	10	7	8	1.09152525E9	1.1525193E9	1.18306458E9	7.8690662E8	6.4598336E8	7.2265594E8	1.40896752E8	1.38079056E8	1.40022992E8	1.41534352E8	1.42012944E8	1.36894704E8	
sp|Q9P265|DIP2B_HUMAN	Q9P265	DIP2B_HUMAN	DIP2B	1576	Homo sapiens	1:Experimental evidence at protein level	Disco-interacting protein 2 homolog B	0.8945	0.9946	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2.3497538E7	2.2582466E7	2.3394038E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P287|BCCIP_HUMAN	Q9P287	BCCIP_HUMAN	BCCIP	314	Homo sapiens	1:Experimental evidence at protein level	BRCA2 and CDKN1A-interacting protein	1.0	0.999	12	29	29	29	9	11	7	0	1	1	9	11	7	0	1	1	9	11	7	0	1	1	1.79726928E8	2.00355968E8	2.04921744E8	0.0	3.5851512E7	2.6290516E7	3.817974E7	3.9850136E7	4.645016E7	0.0	0.0	0.0	
sp|Q9P289|STK26_HUMAN	Q9P289	STK26_HUMAN	STK26	416	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase 26	1.0	0.999	8	19	5	19	7	8	3	1	0	0	2	3	0	0	0	0	7	8	3	1	0	0	1.34394144E8	1.47199712E8	1.43222848E8	9183170.0	0.0	0.0	5.3477308E7	5.233348E7	5.2938916E7	0.0	0.0	0.0	
sp|Q9P2B2|FPRP_HUMAN	Q9P2B2	FPRP_HUMAN	PTGFRN	879	Homo sapiens	1:Experimental evidence at protein level	Prostaglandin F2 receptor negative regulator	0.7234	0.9828	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4985561.5	4803986.0	5023059.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2E9|RRBP1_HUMAN	Q9P2E9	RRBP1_HUMAN	RRBP1	1410	Homo sapiens	1:Experimental evidence at protein level	Ribosome-binding protein 1	1.0	0.999	19	33	33	33	12	15	6	0	0	0	12	15	6	0	0	0	12	15	6	0	0	0	1.1348772E8	1.20443304E8	1.78195584E8	0.0	0.0	0.0	2.8903374E7	2.7128508E7	2.8076756E7	0.0	0.0	0.0	
sp|Q9P2I0|CPSF2_HUMAN	Q9P2I0	CPSF2_HUMAN	CPSF2	782	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 2	1.0	0.9964	3	3	3	3	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	1.2671342E7	1.5844347E7	6165482.0	0.0	0.0	0.0	7572203.0	7875845.0	0.0	0.0	0.0	0.0	
sp|Q9P2J5|SYLC_HUMAN	Q9P2J5	SYLC_HUMAN	LARS1	1176	Homo sapiens	1:Experimental evidence at protein level	Leucine--tRNA ligase, cytoplasmic	1.0	0.999	37	117	117	117	38	42	23	3	6	5	38	42	23	3	6	5	38	42	23	3	6	5	8.8716333E8	9.325911E8	8.8255462E8	1.6424328E8	3.0651616E8	2.11589184E8	7.298504E7	7.4328336E7	6.832396E7	6.3501476E7	7.024116E7	6.4368668E7	
sp|Q9P2R3|ANFY1_HUMAN	Q9P2R3	ANFY1_HUMAN	ANKFY1	1169	Homo sapiens	1:Experimental evidence at protein level	Rabankyrin-5	1.0	0.999	6	7	7	7	3	4	0	0	0	0	3	4	0	0	0	0	3	4	0	0	0	0	3.1909372E7	4.3159264E7	4.4304408E7	0.0	0.0	0.0	9798566.0	1.1544942E7	1.2516536E7	0.0	0.0	0.0	
sp|Q9P2R7|SUCB1_HUMAN	Q9P2R7	SUCB1_HUMAN	SUCLA2	463	Homo sapiens	1:Experimental evidence at protein level	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	1.0	0.999	13	26	26	26	8	11	7	0	0	0	8	11	7	0	0	0	8	11	7	0	0	0	1.60593728E8	1.66344128E8	1.66400752E8	0.0	2.4253848E7	0.0	3.6203776E7	3.6260016E7	3.5916368E7	0.0	0.0	0.0	
sp|Q9P2X0|DPM3_HUMAN	Q9P2X0	DPM3_HUMAN	DPM3	92	Homo sapiens	1:Experimental evidence at protein level	Dolichol-phosphate mannosyltransferase subunit 3	1.0	0.999	2	8	8	8	2	2	2	1	1	0	2	2	2	1	1	0	2	2	2	1	1	0	5.849268E7	2.1298702E7	2.2232082E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBB5|MBD2_HUMAN	Q9UBB5	MBD2_HUMAN	MBD2	411	Homo sapiens	1:Experimental evidence at protein level	Methyl-CpG-binding domain protein 2	1.0	0.9989	3	5	5	5	2	3	0	0	0	0	2	3	0	0	0	0	2	3	0	0	0	0	1.4487049E7	1.4311804E7	9745098.0	0.0	0.0	0.0	9353257.0	9237053.0	0.0	0.0	0.0	0.0	
sp|Q9UBC2|EP15R_HUMAN	Q9UBC2	EP15R_HUMAN	EPS15L1	864	Homo sapiens	1:Experimental evidence at protein level	Epidermal growth factor receptor substrate 15-like 1	1.0	0.999	7	10	10	10	3	7	0	0	0	0	3	7	0	0	0	0	3	7	0	0	0	0	5.9866376E7	6.4437508E7	5.2128336E7	0.0	0.0	0.0	1.44659E7	1.4476057E7	1.3740016E7	0.0	0.0	0.0	
sp|Q9UBD5|ORC3_HUMAN	Q9UBD5	ORC3_HUMAN	ORC3	711	Homo sapiens	1:Experimental evidence at protein level	Origin recognition complex subunit 3	0.9978	0.992	2	2	1	2	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2.26245555E9	2.19891302E9	2.30088909E9	2.44631654E9	2.45215846E9	2.61374157E9	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBE0|SAE1_HUMAN	Q9UBE0	SAE1_HUMAN	SAE1	346	Homo sapiens	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 1	1.0	0.999	12	33	33	33	12	12	9	0	0	0	12	12	9	0	0	0	12	12	9	0	0	0	1.8917608E8	1.88083808E8	2.10672256E8	0.0	0.0	0.0	3.2027094E7	3.256478E7	3.4565328E7	0.0	0.0	0.0	
sp|Q9UBI6|GBG12_HUMAN	Q9UBI6	GBG12_HUMAN	GNG12	72	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	1.0	0.999	4	22	22	22	6	6	4	2	2	2	6	6	4	2	2	2	6	6	4	2	2	2	1.49334736E8	1.606728E8	1.63161968E8	5.9904632E7	6.105232E7	6.4906492E7	5.5770552E7	5.5101952E7	5.4045028E7	3.8180324E7	3.878998E7	4.0379556E7	
sp|Q9UBK8|MTRR_HUMAN	Q9UBK8	MTRR_HUMAN	MTRR	698	Homo sapiens	1:Experimental evidence at protein level	Methionine synthase reductase	0.9614	0.9982	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	3841438.2	3035488.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBM7|DHCR7_HUMAN	Q9UBM7	DHCR7_HUMAN	DHCR7	475	Homo sapiens	1:Experimental evidence at protein level	7-dehydrocholesterol reductase	1.0	0.999	4	9	9	9	4	3	2	0	0	0	4	3	2	0	0	0	4	3	2	0	0	0	5.5427152E7	6.8582728E7	7.2948792E7	0.0	0.0	0.0	3.1432104E7	3.3362124E7	3.4912036E7	0.0	0.0	0.0	
sp|Q9UBQ0|VPS29_HUMAN	Q9UBQ0	VPS29_HUMAN	VPS29	182	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 29	1.0	0.999	6	26	26	26	8	8	4	2	2	2	8	8	4	2	2	2	8	8	4	2	2	2	2.43345536E8	2.39365056E8	2.46506816E8	1.23727664E8	1.26194616E8	1.2993008E8	6.098532E7	5.8590844E7	6.2876284E7	6.4045304E7	6.5316976E7	6.7221216E7	
sp|Q9UBQ5|EIF3K_HUMAN	Q9UBQ5	EIF3K_HUMAN	EIF3K	218	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit K	1.0	0.999	7	18	18	18	3	6	7	1	0	1	3	6	7	1	0	1	3	6	7	1	0	1	1.97872656E8	1.83336128E8	2.0406008E8	3.71771E7	0.0	4.6278704E7	5.762462E7	5.5900156E7	6.7230824E7	0.0	0.0	0.0	
sp|Q9UBQ7|GRHPR_HUMAN	Q9UBQ7	GRHPR_HUMAN	GRHPR	328	Homo sapiens	1:Experimental evidence at protein level	Glyoxylate reductase/hydroxypyruvate reductase	1.0	0.999	8	29	29	29	11	10	5	1	1	1	11	10	5	1	1	1	11	10	5	1	1	1	1.91647232E8	2.19543104E8	1.89977792E8	4.2732664E7	4.620974E7	4.6303232E7	5.2272716E7	5.8219208E7	5.3164348E7	0.0	0.0	0.0	
sp|Q9UBR2|CATZ_HUMAN	Q9UBR2	CATZ_HUMAN	CTSZ	303	Homo sapiens	1:Experimental evidence at protein level	Cathepsin Z	1.0	0.999	4	8	8	8	4	4	0	0	0	0	4	4	0	0	0	0	4	4	0	0	0	0	3.0842968E7	2.8327508E7	2.2787188E7	0.0	0.0	0.0	9089271.0	8484589.0	7730776.0	0.0	0.0	0.0	
sp|Q9UBS4|DJB11_HUMAN	Q9UBS4	DJB11_HUMAN	DNAJB11	358	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 11	1.0	0.999	8	30	30	30	10	10	7	1	1	1	10	10	7	1	1	1	10	10	7	1	1	1	2.33250528E8	2.4976944E8	2.19827232E8	1.9226752E7	5.643026E7	5.5879628E7	4.3642532E7	4.4737156E7	4.2763972E7	0.0	0.0	0.0	
sp|Q9UBT2|SAE2_HUMAN	Q9UBT2	SAE2_HUMAN	UBA2	640	Homo sapiens	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 2	1.0	0.999	13	41	41	41	12	13	8	4	2	2	12	13	8	4	2	2	12	13	8	4	2	2	2.53893904E8	3.37860256E8	3.33783968E8	1.301188E8	1.50707952E8	7.6039008E7	6.33414E7	6.6670924E7	6.694766E7	5.5904744E7	5.9676952E7	5.5745076E7	
sp|Q9UBU9|NXF1_HUMAN	Q9UBU9	NXF1_HUMAN	NXF1	619	Homo sapiens	1:Experimental evidence at protein level	Nuclear RNA export factor 1	1.0	0.999	11	28	28	28	11	10	7	0	0	0	11	10	7	0	0	0	11	10	7	0	0	0	1.28117392E8	1.18193392E8	1.5025912E8	0.0	0.0	0.0	2.6106346E7	2.49674E7	2.5904648E7	0.0	0.0	0.0	
sp|Q9UBV2|SE1L1_HUMAN	Q9UBV2	SE1L1_HUMAN	SEL1L	794	Homo sapiens	1:Experimental evidence at protein level	Protein sel-1 homolog 1	1.0	0.999	4	6	6	6	4	2	0	0	0	0	4	2	0	0	0	0	4	2	0	0	0	0	3.247962E7	3.0424662E7	2.0488756E7	0.0	0.0	0.0	1.3196038E7	1.3739522E7	1.2611167E7	0.0	0.0	0.0	
sp|Q9UBV8|PEF1_HUMAN	Q9UBV8	PEF1_HUMAN	PEF1	284	Homo sapiens	1:Experimental evidence at protein level	Peflin	1.0	0.9967	4	8	8	8	3	2	3	0	0	0	3	2	3	0	0	0	3	2	3	0	0	0	5.2940596E7	4.2030152E7	4.5053072E7	0.0	0.0	0.0	2.4153284E7	2.0447562E7	2.1680528E7	0.0	0.0	0.0	
sp|Q9UBW8|CSN7A_HUMAN	Q9UBW8	CSN7A_HUMAN	COPS7A	275	Homo sapiens	1:Experimental evidence at protein level	COP9 signalosome complex subunit 7a	1.0	0.999	6	9	9	9	5	4	0	0	0	0	5	4	0	0	0	0	5	4	0	0	0	0	7.5435936E7	6.5125388E7	5.9672248E7	0.0	0.0	0.0	2.0179702E7	1.9829344E7	1.7859798E7	0.0	0.0	0.0	
sp|Q9UBX3|DIC_HUMAN	Q9UBX3	DIC_HUMAN	SLC25A10	287	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial dicarboxylate carrier	1.0	0.999	7	12	12	12	4	6	2	0	0	0	4	6	2	0	0	0	4	6	2	0	0	0	8.9031016E7	4.7076412E7	8.8083624E7	0.0	0.0	0.0	2.861873E7	2.4101646E7	2.8891344E7	0.0	0.0	0.0	
sp|Q9UDW1|QCR9_HUMAN	Q9UDW1	QCR9_HUMAN	UQCR10	63	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 9	1.0	0.999	3	7	7	7	2	2	3	0	0	0	2	2	3	0	0	0	2	2	3	0	0	0	8.507636E7	8.6760344E7	8.1981328E7	0.0	0.0	0.0	4.095388E7	4.093186E7	3.9524968E7	0.0	0.0	0.0	
sp|Q9UDY4|DNJB4_HUMAN	Q9UDY4	DNJB4_HUMAN	DNAJB4	337	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 4	0.9731	0.9987	2	1	1	7	0	1	0	0	0	0	0	1	0	0	0	0	1	2	1	1	1	1	3920498.0	4073428.2	4532852.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UEU0|VTI1B_HUMAN	Q9UEU0	VTI1B_HUMAN	VTI1B	232	Homo sapiens	1:Experimental evidence at protein level	Vesicle transport through interaction with t-SNAREs homolog 1B	0.9407	0.9971	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	3797245.5	4157705.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UFC0|LRWD1_HUMAN	Q9UFC0	LRWD1_HUMAN	LRWD1	647	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat and WD repeat-containing protein 1	0.9605	0.9981	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4327693.5	3460460.0	3154416.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
