Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q96AC1|FERM2_HUMAN	Q96AC1	FERM2_HUMAN	FERMT2	680	Homo sapiens	1:Experimental evidence at protein level	Fermitin family homolog 2	1.0	0.9959	5	6	5	6	2	3	1	0	0	0	0	2	3	0	0	0	0	0	2	3	1	0	0	0	0	1.0312227E7	3699944.2	1.0167278E7	0.0	0.0	0.0	0.0	4077788.0	0.0	3592956.0	0.0	0.0	0.0	0.0	
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 1	1.0	0.999	18	98	87	98	33	22	27	4	4	4	4	31	20	25	3	3	3	2	33	22	27	4	4	4	4	2.89528928E8	2.83128416E8	2.56991424E8	1.12355848E8	1.1166596E8	1.52024256E8	1.73987536E8	4.99043E7	4.9187908E7	4.9082236E7	4.9832172E7	5.0425312E7	4.5341252E7	4.9804432E7	
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 59	1.0	0.9988	9	49	49	49	14	14	14	2	1	2	2	14	14	14	2	1	2	2	14	14	14	2	1	2	2	1.39126496E8	1.61204992E8	1.39273216E8	3.0684008E7	9032696.0	8.745008E7	7.0207936E7	4.0736164E7	3.5473488E7	3.8013016E7	4.2809968E7	0.0	2.9492756E7	2.7984052E7	
sp|Q96AY3|FKB10_HUMAN	Q96AY3	FKB10_HUMAN	FKBP10	582	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP10	1.0	0.9988	7	17	15	17	7	6	4	0	0	0	0	5	6	4	0	0	0	0	7	6	4	0	0	0	0	3.5145596E7	3.1621634E7	3.1825008E7	0.0	0.0	0.0	0.0	1.1036734E7	1.0545774E7	1.0955852E7	0.0	0.0	0.0	0.0	
sp|Q96BM9|ARL8A_HUMAN	Q96BM9	ARL8A_HUMAN	ARL8A	186	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 8A	1.0	0.9976	2	3	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2.2957086E7	1.9232878E7	1.563191E7	0.0	0.0	0.0	0.0	1.69395E7	1.4640447E7	1.3586824E7	0.0	0.0	0.0	0.0	sp|Q9NVJ2|ARL8B_HUMAN
sp|Q96C01|F136A_HUMAN	Q96C01	F136A_HUMAN	FAM136A	138	Homo sapiens	1:Experimental evidence at protein level	Protein FAM136A	1.0	0.9969	2	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	2612861.0	1843563.9	2110084.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96C19|EFHD2_HUMAN	Q96C19	EFHD2_HUMAN	EFHD2	240	Homo sapiens	1:Experimental evidence at protein level	EF-hand domain-containing protein D2	1.0	0.9986	2	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	8802168.0	9544753.0	7247013.0	0.0	0.0	0.0	0.0	4790363.0	5207569.5	3939221.5	0.0	0.0	0.0	0.0	
sp|Q96CN7|ISOC1_HUMAN	Q96CN7	ISOC1_HUMAN	ISOC1	298	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 1	1.0	0.9985	2	2	2	2	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0.0	1779639.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 124	1.0	0.9946	2	2	2	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	8780595.0	1.5035881E7	0.0	0.0	0.0	1.0707078E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1_HUMAN	AP2M1	435	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit mu	1.0	0.996	4	6	6	6	1	3	2	0	0	0	0	1	3	2	0	0	0	0	1	3	2	0	0	0	0	1.8012184E7	1.4891861E7	1.5623673E7	0.0	0.0	0.0	0.0	9043939.0	9608799.0	1.0270221E7	0.0	0.0	0.0	0.0	
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens	1:Experimental evidence at protein level	Carboxymethylenebutenolidase homolog	1.0	0.9983	6	13	13	13	4	4	5	0	0	0	0	4	4	5	0	0	0	0	4	4	5	0	0	0	0	1.5938573E7	2.5542056E7	2.6381496E7	0.0	0.0	0.0	0.0	8739320.0	1.043028E7	1.0363033E7	0.0	0.0	0.0	0.0	
sp|Q96DI7|SNR40_HUMAN	Q96DI7	SNR40_HUMAN	SNRNP40	357	Homo sapiens	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 40 kDa protein	1.0	0.9973	3	5	5	5	2	3	0	0	0	0	0	2	3	0	0	0	0	0	2	3	0	0	0	0	0	4433825.5	9733040.0	1.0715696E7	0.0	0.0	0.0	0.0	2531721.2	3929705.5	4192562.2	0.0	0.0	0.0	0.0	
sp|Q96E11|RRFM_HUMAN	Q96E11	RRFM_HUMAN	MRRF	262	Homo sapiens	1:Experimental evidence at protein level	Ribosome-recycling factor, mitochondrial	1.0	0.9978	3	5	5	5	0	3	2	0	0	0	0	0	3	2	0	0	0	0	0	3	2	0	0	0	0	1.2759467E7	1.211479E7	1.2038798E7	0.0	0.0	0.0	0.0	7070354.5	6782404.5	6686353.5	0.0	0.0	0.0	0.0	
sp|Q96EK6|GNA1_HUMAN	Q96EK6	GNA1_HUMAN	GNPNAT1	184	Homo sapiens	1:Experimental evidence at protein level	Glucosamine 6-phosphate N-acetyltransferase	1.0	0.999	4	7	7	7	4	1	2	0	0	0	0	4	1	2	0	0	0	0	4	1	2	0	0	0	0	1.3009069E7	1.2002297E7	1.5622272E7	0.0	0.0	0.0	0.0	6555012.0	7162110.0	7865392.0	0.0	0.0	0.0	0.0	
sp|Q96EP5|DAZP1_HUMAN	Q96EP5	DAZP1_HUMAN	DAZAP1	407	Homo sapiens	1:Experimental evidence at protein level	DAZ-associated protein 1	1.0	0.9943	3	6	6	6	3	1	2	0	0	0	0	3	1	2	0	0	0	0	3	1	2	0	0	0	0	1209305.4	5430034.5	5889474.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EY1|DNJA3_HUMAN	Q96EY1	DNJA3_HUMAN	DNAJA3	480	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 3, mitochondrial	0.996	0.9983	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	893837.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96FQ6|S10AG_HUMAN	Q96FQ6	S10AG_HUMAN	S100A16	103	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A16	1.0	0.999	3	13	13	13	6	4	3	0	0	0	0	6	4	3	0	0	0	0	6	4	3	0	0	0	0	7.8583672E7	8.1026976E7	8.1966376E7	0.0	0.0	6.5775056E7	6.410148E7	4.6965176E7	4.8496396E7	4.9303116E7	0.0	0.0	4.1464416E7	4.249634E7	
sp|Q96FW1|OTUB1_HUMAN	Q96FW1	OTUB1_HUMAN	OTUB1	271	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin thioesterase OTUB1	1.0	0.9983	4	11	11	11	5	4	2	0	0	0	0	5	4	2	0	0	0	0	5	4	2	0	0	0	0	3.0339876E7	3.0230744E7	2.8764784E7	0.0	0.0	0.0	0.0	1.283684E7	1.1929499E7	1.1965228E7	0.0	0.0	0.0	0.0	
sp|Q96G03|PGM2_HUMAN	Q96G03	PGM2_HUMAN	PGM2	612	Homo sapiens	1:Experimental evidence at protein level	Phosphoglucomutase-2	0.8136	0.9962	1	2	2	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96GQ7|DDX27_HUMAN	Q96GQ7	DDX27_HUMAN	DDX27	796	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX27	1.0	0.9936	3	5	5	5	2	1	2	0	0	0	0	2	1	2	0	0	0	0	2	1	2	0	0	0	0	7057480.5	7435788.0	6635027.0	0.0	0.0	0.0	0.0	4366423.5	4641646.0	4204218.5	0.0	0.0	0.0	0.0	
sp|Q96HC4|PDLI5_HUMAN	Q96HC4	PDLI5_HUMAN	PDLIM5	596	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 5	0.77	0.995	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96HE7|ERO1A_HUMAN	Q96HE7	ERO1A_HUMAN	ERO1A	468	Homo sapiens	1:Experimental evidence at protein level	ERO1-like protein alpha	1.0	0.9964	6	10	8	10	4	3	3	0	0	0	0	3	3	2	0	0	0	0	4	3	3	0	0	0	0	2.1745122E7	1.7828632E7	2.0650498E7	0.0	0.0	0.0	2499546.2	7251789.0	6545775.5	6614219.0	0.0	0.0	0.0	0.0	
sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	PGAM5	289	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.9984	2	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	8672977.0	1.0738004E7	1.1920744E7	0.0	0.0	0.0	0.0	0.0	8294017.5	1.0422271E7	0.0	0.0	0.0	0.0	
sp|Q96I24|FUBP3_HUMAN	Q96I24	FUBP3_HUMAN	FUBP3	572	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 3	1.0	0.9973	7	8	8	19	4	2	2	0	0	0	0	4	2	2	0	0	0	0	6	4	4	1	1	1	2	1.8462536E7	2.6971222E7	2.500369E7	0.0	0.0	0.0	0.0	9543183.0	1.1660158E7	1.0756427E7	0.0	0.0	0.0	0.0	
sp|Q96IU4|ABHEB_HUMAN	Q96IU4	ABHEB_HUMAN	ABHD14B	210	Homo sapiens	1:Experimental evidence at protein level	Protein ABHD14B	1.0	0.9975	2	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	9469009.0	7836439.0	6369094.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96IX5|ATPMD_HUMAN	Q96IX5	ATPMD_HUMAN	ATP5MD	58	Homo sapiens	1:Experimental evidence at protein level	ATP synthase membrane subunit DAPIT, mitochondrial	0.6907	0.9925	1	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1.5658438E7	1.7089294E7	1.6996204E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96K17|BT3L4_HUMAN	Q96K17	BT3L4_HUMAN	BTF3L4	158	Homo sapiens	1:Experimental evidence at protein level	Transcription factor BTF3 homolog 4	1.0	0.9941	3	6	6	6	3	2	1	0	0	0	0	3	2	1	0	0	0	0	3	2	1	0	0	0	0	2.1114294E7	2.7032924E7	2.7926572E7	0.0	0.0	0.0	1.4146236E7	1.1291182E7	1.3930577E7	1.3702606E7	0.0	0.0	0.0	0.0	
sp|Q96KP4|CNDP2_HUMAN	Q96KP4	CNDP2_HUMAN	CNDP2	475	Homo sapiens	1:Experimental evidence at protein level	Cytosolic non-specific dipeptidase	1.0	0.9958	2	4	4	4	2	1	1	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0	0	2359640.8	1.0357753E7	1.0167415E7	0.0	0.0	0.0	0.0	0.0	6681859.5	6295228.5	0.0	0.0	0.0	0.0	
sp|Q96L96|ALPK3_HUMAN	Q96L96	ALPK3_HUMAN	ALPK3	1907	Homo sapiens	1:Experimental evidence at protein level	Alpha-protein kinase 3	0.6105	0.9894	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96M86|DNHD1_HUMAN	Q96M86	DNHD1_HUMAN	DNHD1	4753	Homo sapiens	2:Experimental evidence at transcript level	Dynein heavy chain domain-containing protein 1	0.6085	0.9893	1	5	5	5	1	0	2	1	0	0	1	1	0	2	1	0	0	1	1	0	2	1	0	0	1	4.27165376E8	4.10146336E8	4.0967888E8	4.9081264E8	0.0	4.84870496E8	4.97452672E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96N66|MBOA7_HUMAN	Q96N66	MBOA7_HUMAN	MBOAT7	472	Homo sapiens	1:Experimental evidence at protein level	Lysophospholipid acyltransferase 7	1.0	0.9989	3	6	6	6	2	2	2	0	0	0	0	2	2	2	0	0	0	0	2	2	2	0	0	0	0	1.852941E7	1.7797076E7	2.5061872E7	0.0	0.0	0.0	0.0	1.504739E7	1.2850778E7	2.2544046E7	0.0	0.0	0.0	0.0	
sp|Q96P70|IPO9_HUMAN	Q96P70	IPO9_HUMAN	IPO9	1041	Homo sapiens	1:Experimental evidence at protein level	Importin-9	1.0	0.9983	4	5	5	5	3	1	1	0	0	0	0	3	1	1	0	0	0	0	3	1	1	0	0	0	0	7278277.5	3944428.2	5402224.0	0.0	0.0	0.0	0.0	2957858.8	3317622.5	2526979.2	0.0	0.0	0.0	0.0	
sp|Q96PK6|RBM14_HUMAN	Q96PK6	RBM14_HUMAN	RBM14	669	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 14	1.0	0.9989	10	26	26	26	9	9	8	0	0	0	0	9	9	8	0	0	0	0	9	9	8	0	0	0	0	1.16557416E8	5.8935456E7	6.2972172E7	0.0	0.0	0.0	6.3738488E7	2.1975342E7	2.289135E7	2.2976818E7	0.0	0.0	0.0	0.0	
sp|Q96QD8|S38A2_HUMAN	Q96QD8	S38A2_HUMAN	SLC38A2	506	Homo sapiens	1:Experimental evidence at protein level	Sodium-coupled neutral amino acid transporter 2	0.9436	0.999	1	7	7	7	2	2	3	0	0	0	0	2	2	3	0	0	0	0	2	2	3	0	0	0	0	3.5180988E7	3.6627968E7	3.5160052E7	0.0	0.0	0.0	1.3915641E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96QK1|VPS35_HUMAN	Q96QK1	VPS35_HUMAN	VPS35	796	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 35	1.0	0.9989	9	18	18	18	7	7	4	0	0	0	0	7	7	4	0	0	0	0	7	7	4	0	0	0	0	5.6082004E7	5.2208256E7	6.2582904E7	0.0	0.0	0.0	1.6503116E7	1.3429441E7	1.5094034E7	1.5216756E7	0.0	0.0	0.0	9324327.0	
sp|Q96RP9|EFGM_HUMAN	Q96RP9	EFGM_HUMAN	GFM1	751	Homo sapiens	1:Experimental evidence at protein level	Elongation factor G, mitochondrial	1.0	0.9971	3	6	6	6	1	2	3	0	0	0	0	1	2	3	0	0	0	0	1	2	3	0	0	0	0	4570125.0	4944855.5	4870944.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96T88|UHRF1_HUMAN	Q96T88	UHRF1_HUMAN	UHRF1	793	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase UHRF1	0.9999	0.992	2	2	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	3910035.2	0.0	2237129.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96TA1|NIBA2_HUMAN	Q96TA1	NIBA2_HUMAN	NIBAN2	746	Homo sapiens	1:Experimental evidence at protein level	Protein Niban 2	1.0	0.9978	3	9	9	9	4	3	2	0	0	0	0	4	3	2	0	0	0	0	4	3	2	0	0	0	0	1.654456E7	1.2527218E7	2.114378E7	0.0	0.0	0.0	4580525.5	9915986.0	7342387.0	9496388.0	0.0	0.0	0.0	0.0	
sp|Q96TC7|RMD3_HUMAN	Q96TC7	RMD3_HUMAN	RMDN3	470	Homo sapiens	1:Experimental evidence at protein level	Regulator of microtubule dynamics protein 3	0.6862	0.9924	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2315965.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99426|TBCB_HUMAN	Q99426	TBCB_HUMAN	TBCB	244	Homo sapiens	1:Experimental evidence at protein level	Tubulin-folding cofactor B	0.8544	0.9971	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99436|PSB7_HUMAN	Q99436	PSB7_HUMAN	PSMB7	277	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-7	1.0	0.9988	4	21	21	21	7	7	7	0	0	0	0	7	7	7	0	0	0	0	7	7	7	0	0	0	0	9.0391688E7	8.091928E7	8.84794E7	0.0	0.0	0.0	9935776.0	3.3074986E7	3.1635054E7	3.3156668E7	0.0	0.0	0.0	0.0	
sp|Q99459|CDC5L_HUMAN	Q99459	CDC5L_HUMAN	CDC5L	802	Homo sapiens	1:Experimental evidence at protein level	Cell division cycle 5-like protein	0.7701	0.995	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	1798815.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99460|PSMD1_HUMAN	Q99460	PSMD1_HUMAN	PSMD1	953	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 1	1.0	0.9989	10	21	21	21	9	7	5	0	0	0	0	9	7	5	0	0	0	0	9	7	5	0	0	0	0	2.7757E7	3.2495388E7	1.780872E7	0.0	0.0	0.0	0.0	1.2275098E7	1.0351045E7	8949783.0	0.0	0.0	0.0	0.0	
sp|Q99471|PFD5_HUMAN	Q99471	PFD5_HUMAN	PFDN5	154	Homo sapiens	1:Experimental evidence at protein level	Prefoldin subunit 5	1.0	0.9986	3	5	5	5	3	2	0	0	0	0	0	3	2	0	0	0	0	0	3	2	0	0	0	0	0	1.4050048E7	6099033.5	6400721.0	0.0	0.0	4897218.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99497|PARK7_HUMAN	Q99497	PARK7_HUMAN	PARK7	189	Homo sapiens	1:Experimental evidence at protein level	Parkinson disease protein 7	1.0	0.999	10	102	102	102	29	27	25	2	5	8	6	29	27	25	2	5	8	6	29	27	25	2	5	8	6	4.07559008E8	3.1421168E8	3.16335168E8	0.0	1.25945344E8	3.85310464E8	3.75701184E8	9.9489696E7	9.865556E7	1.01205096E8	0.0	5.9410088E7	1.13690768E8	1.21922472E8	
sp|Q99536|VAT1_HUMAN	Q99536	VAT1_HUMAN	VAT1	393	Homo sapiens	1:Experimental evidence at protein level	Synaptic vesicle membrane protein VAT-1 homolog	1.0	0.9989	6	14	14	14	5	4	4	0	0	0	1	5	4	4	0	0	0	1	5	4	4	0	0	0	1	1.3987028E7	1.6733869E7	1.6373942E7	0.0	0.0	0.0	1.8596824E7	8175917.0	7851996.0	9707473.0	0.0	0.0	0.0	0.0	
sp|Q99584|S10AD_HUMAN	Q99584	S10AD_HUMAN	S100A13	98	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A13	1.0	0.999	3	22	22	22	6	7	6	0	0	1	2	6	7	6	0	0	1	2	6	7	6	0	0	1	2	5.8822636E7	7.3171552E7	7.325612E7	0.0	0.0	5.7867072E7	4.9373916E7	3.3322418E7	3.3739468E7	3.38058E7	0.0	0.0	3.3253358E7	2.8358622E7	
sp|Q99615|DNJC7_HUMAN	Q99615	DNJC7_HUMAN	DNAJC7	494	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 7	1.0	0.9918	3	3	3	3	2	0	1	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	5973168.5	0.0	1990907.1	0.0	0.0	0.0	3385203.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99623|PHB2_HUMAN	Q99623	PHB2_HUMAN	PHB2	299	Homo sapiens	1:Experimental evidence at protein level	Prohibitin-2	1.0	0.999	15	99	99	99	28	26	23	3	4	7	8	28	26	23	3	4	7	8	28	26	23	3	4	7	8	3.2843856E8	2.90136384E8	3.64160352E8	1.34464512E8	8.4865344E7	2.27489024E8	2.52143584E8	5.1476704E7	4.9089964E7	5.2223004E7	6.7062588E7	8.4086248E7	3.2714772E7	5.1815396E7	
sp|Q99714|HCD2_HUMAN	Q99714	HCD2_HUMAN	HSD17B10	261	Homo sapiens	1:Experimental evidence at protein level	3-hydroxyacyl-CoA dehydrogenase type-2	1.0	0.999	12	77	77	77	23	22	25	0	0	3	4	23	22	25	0	0	3	4	23	22	25	0	0	3	4	3.22752704E8	3.22533856E8	3.519376E8	0.0	0.0	2.11975744E8	2.3717696E8	5.5629916E7	5.618846E7	5.5435172E7	0.0	0.0	5.2082532E7	4.8574108E7	
sp|Q99720|SGMR1_HUMAN	Q99720	SGMR1_HUMAN	SIGMAR1	223	Homo sapiens	1:Experimental evidence at protein level	Sigma non-opioid intracellular receptor 1	0.8125	0.9961	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4253552.0	4757699.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99729|ROAA_HUMAN	Q99729	ROAA_HUMAN	HNRNPAB	332	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A/B	1.0	0.9989	5	15	15	49	4	5	6	0	0	0	0	4	5	6	0	0	0	0	11	12	12	2	2	5	5	4.2865288E7	4.9120712E7	5.0110748E7	0.0	0.0	0.0	0.0	1.391822E7	1.686174E7	1.7135962E7	0.0	0.0	0.0	0.0	
sp|Q99733|NP1L4_HUMAN	Q99733	NP1L4_HUMAN	NAP1L4	375	Homo sapiens	1:Experimental evidence at protein level	Nucleosome assembly protein 1-like 4	1.0	0.999	4	17	17	25	4	6	7	0	0	0	0	4	6	7	0	0	0	0	7	8	8	0	0	1	1	3.5520312E7	3.4255864E7	1.6503594E7	0.0	0.0	0.0	0.0	1.4294779E7	1.3872494E7	1.351363E7	0.0	0.0	0.0	0.0	
sp|Q99735|MGST2_HUMAN	Q99735	MGST2_HUMAN	MGST2	147	Homo sapiens	1:Experimental evidence at protein level	Microsomal glutathione S-transferase 2	0.9185	0.9985	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	8558962.0	8006438.0	8824712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q99798|ACON_HUMAN	Q99798	ACON_HUMAN	ACO2	780	Homo sapiens	1:Experimental evidence at protein level	Aconitate hydratase, mitochondrial	1.0	0.9978	3	7	7	7	2	3	2	0	0	0	0	2	3	2	0	0	0	0	2	3	2	0	0	0	0	9670734.0	1.1532499E7	8213658.0	0.0	0.0	0.0	0.0	3808657.8	4351963.5	4388194.5	0.0	0.0	0.0	0.0	
sp|Q99829|CPNE1_HUMAN	Q99829	CPNE1_HUMAN	CPNE1	537	Homo sapiens	1:Experimental evidence at protein level	Copine-1	1.0	0.9985	8	26	26	26	9	9	8	0	0	0	0	9	9	8	0	0	0	0	9	9	8	0	0	0	0	5.6882568E7	4.3331896E7	3.763926E7	0.0	0.0	0.0	7590022.0	1.2760889E7	1.370773E7	1.2042122E7	0.0	0.0	0.0	0.0	
sp|Q99832|TCPH_HUMAN	Q99832	TCPH_HUMAN	CCT7	543	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit eta	1.0	0.999	19	101	101	101	32	31	31	0	0	2	5	32	31	31	0	0	2	5	32	31	31	0	0	2	5	2.94927744E8	3.1136864E8	2.83358048E8	0.0	0.0	6.8749624E7	2.40351936E8	4.4082412E7	4.3696592E7	4.3129824E7	0.0	0.0	4.319674E7	4.4874296E7	
